Sample ID	Tissue	Age	Sex
GTEX-SSA3-0005-SM-32QOT	Whole Blood	60-69	M
GTEX-SSA3-0008-SM-47JWJ	Cells - Transformed fibroblasts	60-69	M
GTEX-SSA3-0126-SM-32QPU	Skin - Sun Exposed (Lower leg)	60-69	M
GTEX-SSA3-0226-SM-32QPN	Adipose - Subcutaneous	60-69	M
GTEX-SSA3-0326-SM-32QPS	Muscle - Skeletal	60-69	M
GTEX-SSA3-0326-SM-47JWY	Muscle - Skeletal	60-69	M
GTEX-SSA3-0426-SM-32QPI	Artery - Tibial	60-69	M
GTEX-SSA3-0526-SM-32QPL	Nerve - Tibial	60-69	M
GTEX-SUCS-0001-SM-325A7	Whole Blood	70-79	M
GTEX-SUCS-0001-SM-325HM	Whole Blood	70-79	M
GTEX-SUCS-0001-SM-3USRI	Whole Blood	70-79	M
GTEX-SUCS-0001-SM-5URDQ	Whole Blood	70-79	M
GTEX-SUCS-0002-SM-3NMAJ	Cells - EBV-transformed lymphocytes	70-79	M
GTEX-SUCS-0006-SM-4DM59	Whole Blood	70-79	M
GTEX-SUCS-0008-SM-4DM53	Cells - Transformed fibroblasts	70-79	M
GTEX-SUCS-0226-SM-32PLQ	Thyroid	70-79	M
GTEX-SUCS-0226-SM-5CHQG_rep1	Thyroid	70-79	M
GTEX-SUCS-0226-SM-5CHQG_rep2	Thyroid	70-79	M
GTEX-SUCS-0326-SM-32PLL	Heart - Left Ventricle	70-79	M
GTEX-SUCS-0426-SM-5CHT6_rep1	Artery - Aorta	70-79	M
GTEX-SUCS-0526-SM-4DM56	Adrenal Gland	70-79	M
GTEX-SUCS-0526-SM-5CHSV_rep1	Adrenal Gland	70-79	M
GTEX-SUCS-0626-SM-32PM5	Lung	70-79	M
GTEX-SUCS-0626-SM-5CHQE_rep1	Lung	70-79	M
GTEX-SUCS-0726-SM-4DM7J	Esophagus - Mucosa	70-79	M
GTEX-SUCS-0726-SM-5CHR7_rep1	Esophagus - Mucosa	70-79	M
GTEX-SUCS-0926-SM-4DM4Z	Stomach	70-79	M
GTEX-SUCS-0926-SM-5CHSU_rep1	Stomach	70-79	M
GTEX-SUCS-0926-SM-5CHSU_rep2	Stomach	70-79	M
GTEX-SUCS-1026-SM-5CHTC_rep1	Colon - Transverse	70-79	M
GTEX-SUCS-1126-SM-4DM61	Prostate	70-79	M
GTEX-SUCS-1226-SM-5CHTD_rep1	Bladder	70-79	M
GTEX-SUCS-1326-SM-4DM5T	Testis	70-79	M
GTEX-SUCS-1326-SM-5CHQI_rep1	Testis	70-79	M
GTEX-SUCS-1426-SM-4DM5W	Pancreas	70-79	M
GTEX-SUCS-1426-SM-5CHS8_rep1	Pancreas	70-79	M
GTEX-SUCS-1626-SM-32PLS	Muscle - Skeletal	70-79	M
GTEX-SUCS-1726-SM-32PM8	Nerve - Tibial	70-79	M
GTEX-SUCS-1826-SM-32PM1	Adipose - Subcutaneous	70-79	M
GTEX-SUCS-1926-SM-32PM3	Skin - Sun Exposed (Lower leg)	70-79	M
GTEX-T2IS-0002-SM-3259Y	Whole Blood	20-29	F
GTEX-T2IS-0002-SM-325HF	Whole Blood	20-29	F
GTEX-T2IS-0002-SM-4X5ZR	Whole Blood	20-29	F
GTEX-T2IS-0002-SM-5SOEK	Whole Blood	20-29	F
GTEX-T2IS-0008-SM-4DM75	Cells - Transformed fibroblasts	20-29	F
GTEX-T2IS-0011-R11A-SM-32QPC	Brain - Cerebellar Hemisphere	20-29	F
GTEX-T2IS-0011-R2A-SM-32QPF	Brain - Substantia nigra	20-29	F
GTEX-T2IS-0011-R3A-SM-32QPB	Brain - Anterior cingulate cortex (BA24)	20-29	F
GTEX-T2IS-0011-R5A-SM-32QP4	Brain - Caudate (basal ganglia)	20-29	F
GTEX-T2IS-0011-R6A-SM-32QP2	Brain - Nucleus accumbens (basal ganglia)	20-29	F
GTEX-T2IS-0126-SM-4DM6O	Skin - Sun Exposed (Lower leg)	20-29	F
GTEX-T2IS-0226-SM-32QPH	Adipose - Subcutaneous	20-29	F
GTEX-T2IS-0426-SM-32QPE	Heart - Left Ventricle	20-29	F
GTEX-T2IS-0526-SM-32QP9	Lung	20-29	F
GTEX-T2IS-0626-SM-32QP6	Thyroid	20-29	F
GTEX-T2IS-0826-SM-4DM6L	Esophagus - Mucosa	20-29	F
GTEX-T2IS-0926-SM-4DM5B	Esophagus - Muscularis	20-29	F
GTEX-T2IS-1026-SM-32QP1	Artery - Tibial	20-29	F
GTEX-T2IS-1126-SM-4DM6Z	Nerve - Tibial	20-29	F
GTEX-T2IS-1526-SM-32QPR	Breast - Mammary Tissue	20-29	F
GTEX-T2IS-1926-SM-4DM74	Vagina	20-29	F
GTEX-T2IS-2026-SM-4DM6W	Ovary	20-29	F
GTEX-T2IS-2226-SM-4DM65	Uterus	20-29	F
GTEX-T2IS-2626-SM-32QPP	Muscle - Skeletal	20-29	F
GTEX-T2IS-2926-SM-32QPO	Brain - Cerebellum	20-29	F
GTEX-T2IS-3026-SM-32QPM	Brain - Cortex	20-29	F
GTEX-T2IS-3126-SM-32QPK	Pituitary	20-29	F
GTEX-T2YK-0003-SM-325AB	Whole Blood	50-59	M
GTEX-T2YK-0003-SM-325HR	Whole Blood	50-59	M
GTEX-T2YK-0003-SM-3USRJ	Whole Blood	50-59	M
GTEX-T2YK-0003-SM-5URCD	Whole Blood	50-59	M
GTEX-T2YK-0005-SM-32QOV	Whole Blood	50-59	M
GTEX-T2YK-0008-SM-4DM6M	Cells - Transformed fibroblasts	50-59	M
GTEX-T2YK-0226-SM-4DM5O	Muscle - Skeletal	50-59	M
GTEX-T2YK-0326-SM-4DM7D	Nerve - Tibial	50-59	M
GTEX-T2YK-0526-SM-32QPJ	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-T2YK-1326-SM-4DM6S	Esophagus - Mucosa	50-59	M
GTEX-T2YK-2226-SM-32QPT	Breast - Mammary Tissue	50-59	M
GTEX-T5JC-0001-SM-3NMAK	Cells - EBV-transformed lymphocytes	20-29	M
GTEX-T5JC-0001-SM-5S2S4	Cells - EBV-transformed lymphocytes	20-29	M
GTEX-T5JC-0002-SM-325A9	Whole Blood	20-29	M
GTEX-T5JC-0002-SM-325HQ	Whole Blood	20-29	M
GTEX-T5JC-0002-SM-4X62I	Whole Blood	20-29	M
GTEX-T5JC-0002-SM-5SOER	Whole Blood	20-29	M
GTEX-T5JC-0005-SM-4DM7B	Whole Blood	20-29	M
GTEX-T5JC-0005-SM-5S2SQ	Whole Blood	20-29	M
GTEX-T5JC-0008-SM-4DM6A	Cells - Transformed fibroblasts	20-29	M
GTEX-T5JC-0011-R10A-SM-32PM2	Brain - Frontal Cortex (BA9)	20-29	M
GTEX-T5JC-0011-R10A-SM-5S2TK	Brain - Frontal Cortex (BA9)	20-29	M
GTEX-T5JC-0011-R11A-SM-32PMB	Brain - Cerebellar Hemisphere	20-29	M
GTEX-T5JC-0011-R11A-SM-5S2RX	Brain - Cerebellar Hemisphere	20-29	M
GTEX-T5JC-0011-R1A-SM-32PM6	Brain - Hippocampus	20-29	M
GTEX-T5JC-0011-R2A-SM-32PLZ	Brain - Substantia nigra	20-29	M
GTEX-T5JC-0011-R4A-SM-32PLT	Brain - Amygdala	20-29	M
GTEX-T5JC-0011-R5A-SM-32PLK	Brain - Caudate (basal ganglia)	20-29	M
GTEX-T5JC-0011-R6A-SM-5SI89	Brain - Nucleus accumbens (basal ganglia)	20-29	M
GTEX-T5JC-0011-R7A-SM-32PME	Brain - Putamen (basal ganglia)	20-29	M
GTEX-T5JC-0011-R8A-SM-32PLM	Brain - Hypothalamus	20-29	M
GTEX-T5JC-0011-R9A-SM-32PLV	Brain - Spinal cord (cervical c-1)	20-29	M
GTEX-T5JC-0226-SM-32PMA	Artery - Tibial	20-29	M
GTEX-T5JC-0226-SM-5S2SM	Artery - Tibial	20-29	M
GTEX-T5JC-0326-SM-4DM5C	Artery - Aorta	20-29	M
GTEX-T5JC-0426-SM-32PLO	Skin - Sun Exposed (Lower leg)	20-29	M
GTEX-T5JC-0426-SM-5S2SL	Skin - Sun Exposed (Lower leg)	20-29	M
GTEX-T5JC-0526-SM-32PM7	Adipose - Subcutaneous	20-29	M
GTEX-T5JC-0526-SM-5S2SD	Adipose - Subcutaneous	20-29	M
GTEX-T5JC-0626-SM-3NMA6	Muscle - Skeletal	20-29	M
GTEX-T5JC-0626-SM-5S2RW	Muscle - Skeletal	20-29	M
GTEX-T5JC-0726-SM-4DM55	Testis	20-29	M
GTEX-T5JC-0726-SM-5S2SP	Testis	20-29	M
GTEX-T5JC-0826-SM-32PMC	Lung	20-29	M
GTEX-T5JC-0826-SM-5S2SN	Lung	20-29	M
GTEX-T5JC-1226-SM-4DM7C	Prostate	20-29	M
GTEX-T5JC-1526-SM-4DM68	Kidney - Cortex	20-29	M
GTEX-T5JC-1726-SM-4DM6U	Esophagus - Mucosa	20-29	M
GTEX-T5JC-1826-SM-4DM6E	Esophagus - Muscularis	20-29	M
GTEX-T5JC-1926-SM-4DM6Q	Stomach	20-29	M
GTEX-T5JC-2026-SM-5S2TJ	Thyroid	20-29	M
GTEX-T5JC-2126-SM-32PMO	Breast - Mammary Tissue	20-29	M
GTEX-T5JC-2326-SM-32PMR	Brain - Cerebellum	20-29	M
GTEX-T5JC-2426-SM-3NMDB	Brain - Cortex	20-29	M
GTEX-T5JC-2526-SM-4DM6G	Pituitary	20-29	M
GTEX-T5JW-0002-SM-3G3SN	Whole Blood	20-29	F
GTEX-T5JW-0002-SM-3G3TO	Whole Blood	20-29	F
GTEX-T5JW-0002-SM-3UZEZ	Whole Blood	20-29	F
GTEX-T5JW-0002-SM-5URDG	Whole Blood	20-29	F
GTEX-T5JW-0003-SM-3NMAD	Cells - EBV-transformed lymphocytes	20-29	F
GTEX-T5JW-0005-SM-3GADE	Whole Blood	20-29	F
GTEX-T5JW-0008-SM-4DM5X	Cells - Transformed fibroblasts	20-29	F
GTEX-T5JW-0126-SM-4DM6K	Spleen	20-29	F
GTEX-T5JW-0126-SM-5CHRJ_rep1	Spleen	20-29	F
GTEX-T5JW-0226-SM-4DM7I	Pancreas	20-29	F
GTEX-T5JW-0226-SM-5CHRV_rep1	Pancreas	20-29	F
GTEX-T5JW-0326-SM-4DM6J	Fallopian Tube	20-29	F
GTEX-T5JW-0426-SM-4DM7M	Ovary	20-29	F
GTEX-T5JW-0426-SM-5CHSJ_rep1	Ovary	20-29	F
GTEX-T5JW-0726-SM-4DM6D	Cervix - Ectocervix	20-29	F
GTEX-T5JW-0926-SM-4DM5K	Stomach	20-29	F
GTEX-T5JW-0926-SM-5CHSK_rep1	Stomach	20-29	F
GTEX-T5JW-1026-SM-5CHQZ_rep1	Bladder	20-29	F
GTEX-T5JW-1126-SM-4DM5V	Colon - Transverse	20-29	F
GTEX-T5JW-1126-SM-5CHQU_rep1	Colon - Transverse	20-29	F
GTEX-T5JW-1226-SM-3GACY	Thyroid	20-29	F
GTEX-T5JW-1226-SM-5CHST_rep1	Thyroid	20-29	F
GTEX-T5JW-1326-SM-4DM5G	Esophagus - Mucosa	20-29	F
GTEX-T5JW-1326-SM-5CHQT_rep1	Esophagus - Mucosa	20-29	F
GTEX-T5JW-1426-SM-4DM5Q	Esophagus - Muscularis	20-29	F
GTEX-T5JW-1426-SM-5CHRI_rep1	Esophagus - Muscularis	20-29	F
GTEX-T5JW-1526-SM-4DM5E	Uterus	20-29	F
GTEX-T5JW-1526-SM-5CHQH_rep1	Uterus	20-29	F
GTEX-T5JW-1626-SM-3GADZ	Skin - Sun Exposed (Lower leg)	20-29	F
GTEX-T5JW-1726-SM-3GADN	Adipose - Subcutaneous	20-29	F
GTEX-T5JW-1826-SM-3GAE1	Muscle - Skeletal	20-29	F
GTEX-T5JW-1826-SM-5CHR1_rep1	Muscle - Skeletal	20-29	F
GTEX-T5JW-2026-SM-4DM63	Breast - Mammary Tissue	20-29	F
GTEX-T5JW-2026-SM-5CHRU_rep1	Breast - Mammary Tissue	20-29	F
GTEX-T6MN-0002-SM-3NMAH	Cells - EBV-transformed lymphocytes	50-59	M
GTEX-T6MN-0002-SM-5S2TI	Cells - EBV-transformed lymphocytes	50-59	M
GTEX-T6MN-0003-SM-325AF	Whole Blood	50-59	M
GTEX-T6MN-0003-SM-325HW	Whole Blood	50-59	M
GTEX-T6MN-0003-SM-3USRL	Whole Blood	50-59	M
GTEX-T6MN-0003-SM-5URB7	Whole Blood	50-59	M
GTEX-T6MN-0005-SM-32PLJ	Whole Blood	50-59	M
GTEX-T6MN-0005-SM-5S2T2	Whole Blood	50-59	M
GTEX-T6MN-0008-SM-4DM7H	Cells - Transformed fibroblasts	50-59	M
GTEX-T6MN-0011-R10A-SM-32QP7	Brain - Frontal Cortex (BA9)	50-59	M
GTEX-T6MN-0011-R10A-SM-5CHQC_rep1	Brain - Frontal Cortex (BA9)	50-59	M
GTEX-T6MN-0011-R10A-SM-5S2SB	Brain - Frontal Cortex (BA9)	50-59	M
GTEX-T6MN-0011-R11A-SM-32QOX	Brain - Cerebellar Hemisphere	50-59	M
GTEX-T6MN-0011-R11A-SM-5CHS1_rep1	Brain - Cerebellar Hemisphere	50-59	M
GTEX-T6MN-0011-R11A-SM-5S2TH	Brain - Cerebellar Hemisphere	50-59	M
GTEX-T6MN-0011-R1A-SM-32QOY	Brain - Hippocampus	50-59	M
GTEX-T6MN-0011-R1A-SM-5CHTJ_rep1	Brain - Hippocampus	50-59	M
GTEX-T6MN-0011-R2A-SM-32QOW	Brain - Substantia nigra	50-59	M
GTEX-T6MN-0011-R2A-SM-5CHR2_rep1	Brain - Substantia nigra	50-59	M
GTEX-T6MN-0011-R3A-SM-5CHS4_rep1	Brain - Anterior cingulate cortex (BA24)	50-59	M
GTEX-T6MN-0011-R4A-SM-32QPG	Brain - Amygdala	50-59	M
GTEX-T6MN-0011-R4A-SM-5CHSD_rep1	Brain - Amygdala	50-59	M
GTEX-T6MN-0011-R5A-SM-32QPD	Brain - Caudate (basal ganglia)	50-59	M
GTEX-T6MN-0011-R5A-SM-5CHTA_rep1	Brain - Caudate (basal ganglia)	50-59	M
GTEX-T6MN-0011-R6A-SM-32QP8	Brain - Nucleus accumbens (basal ganglia)	50-59	M
GTEX-T6MN-0011-R6A-SM-5CHQD_rep1	Brain - Nucleus accumbens (basal ganglia)	50-59	M
GTEX-T6MN-0011-R7A-SM-32QP5	Brain - Putamen (basal ganglia)	50-59	M
GTEX-T6MN-0011-R7A-SM-5CHSP_rep1	Brain - Putamen (basal ganglia)	50-59	M
GTEX-T6MN-0011-R8A-SM-32QP3	Brain - Hypothalamus	50-59	M
GTEX-T6MN-0011-R9A-SM-32QOZ	Brain - Spinal cord (cervical c-1)	50-59	M
GTEX-T6MN-0126-SM-32PLP	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-T6MN-0126-SM-5S2TD	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-T6MN-0226-SM-32PMD	Adipose - Subcutaneous	50-59	M
GTEX-T6MN-0226-SM-5S2SO	Adipose - Subcutaneous	50-59	M
GTEX-T6MN-0326-SM-32PMK	Nerve - Tibial	50-59	M
GTEX-T6MN-0426-SM-32PMF	Artery - Tibial	50-59	M
GTEX-T6MN-0426-SM-5S2SU	Artery - Tibial	50-59	M
GTEX-T6MN-0526-SM-32PMS	Muscle - Skeletal	50-59	M
GTEX-T6MN-0626-SM-32PM9	Thyroid	50-59	M
GTEX-T6MN-0626-SM-5CHQS_rep1	Thyroid	50-59	M
GTEX-T6MN-0626-SM-5CHQS_rep2	Thyroid	50-59	M
GTEX-T6MN-0626-SM-5S2SS	Thyroid	50-59	M
GTEX-T6MN-0726-SM-32PML	Breast - Mammary Tissue	50-59	M
GTEX-T6MN-0826-SM-32PM4	Lung	50-59	M
GTEX-T6MN-0826-SM-5CHQQ_rep1	Lung	50-59	M
GTEX-T6MN-0826-SM-5S2SK	Lung	50-59	M
GTEX-T6MN-0926-SM-32PLX	Heart - Left Ventricle	50-59	M
GTEX-T6MN-0926-SM-5CHTI_rep1	Heart - Left Ventricle	50-59	M
GTEX-T6MN-0926-SM-5S2S3	Heart - Left Ventricle	50-59	M
GTEX-T6MN-1026-SM-5CHRR_rep1	Artery - Coronary	50-59	M
GTEX-T6MN-1126-SM-4DM71	Artery - Aorta	50-59	M
GTEX-T6MN-1226-SM-3NMA5	Liver	50-59	M
GTEX-T6MN-1226-SM-5CHSL_rep1	Liver	50-59	M
GTEX-T6MN-1426-SM-5CHQN_rep1	Esophagus - Mucosa	50-59	M
GTEX-T6MN-1526-SM-4DM5P	Esophagus - Muscularis	50-59	M
GTEX-T6MN-1526-SM-5CHR6_rep1	Esophagus - Muscularis	50-59	M
GTEX-T6MN-1826-SM-5CHQB_rep1	Kidney - Cortex	50-59	M
GTEX-T6MN-2026-SM-4DM7L	Testis	50-59	M
GTEX-T6MN-2026-SM-5CHS7_rep1	Testis	50-59	M
GTEX-T6MN-2026-SM-5S2T6	Testis	50-59	M
GTEX-T6MN-2526-SM-32PMN	Brain - Cerebellum	50-59	M
GTEX-T6MN-2526-SM-5CHSQ_rep1	Brain - Cerebellum	50-59	M
GTEX-T6MN-2626-SM-32PMQ	Brain - Cortex	50-59	M
GTEX-T6MN-2626-SM-5CHSE_rep1	Brain - Cortex	50-59	M
GTEX-T6MN-2726-SM-4DM77	Pituitary	50-59	M
GTEX-T6MN-2726-SM-5CHSW_rep1	Pituitary	50-59	M
GTEX-T6MO-0001-SM-325AL	Whole Blood	40-49	F
GTEX-T6MO-0001-SM-325I3	Whole Blood	40-49	F
GTEX-T6MO-0001-SM-3UZF7	Whole Blood	40-49	F
GTEX-T6MO-0001-SM-5URCH	Whole Blood	40-49	F
GTEX-T6MO-0003-SM-3NMAG	Cells - EBV-transformed lymphocytes	40-49	F
GTEX-T6MO-0006-SM-32QOU	Whole Blood	40-49	F
GTEX-T6MO-0008-SM-4DM6T	Cells - Transformed fibroblasts	40-49	F
GTEX-T6MO-0126-SM-4DM6X	Adrenal Gland	40-49	F
GTEX-T6MO-0226-SM-32QOL	Thyroid	40-49	F
GTEX-T6MO-0326-SM-32QOK	Breast - Mammary Tissue	40-49	F
GTEX-T6MO-0426-SM-32QOI	Lung	40-49	F
GTEX-T6MO-0526-SM-4DM6R	Esophagus - Mucosa	40-49	F
GTEX-T6MO-0626-SM-4DM6P	Esophagus - Muscularis	40-49	F
GTEX-T6MO-0726-SM-4DM58	Stomach	40-49	F
GTEX-T6MO-0826-SM-4DM51	Colon - Transverse	40-49	F
GTEX-T6MO-1026-SM-4DM72	Fallopian Tube	40-49	F
GTEX-T6MO-1126-SM-4DM5D	Ovary	40-49	F
GTEX-T6MO-1226-SM-4DM5S	Vagina	40-49	F
GTEX-T6MO-1426-SM-4DM73	Cervix - Endocervix	40-49	F
GTEX-T6MO-1526-SM-4DM57	Uterus	40-49	F
GTEX-T6MO-1626-SM-32QOM	Skin - Sun Exposed (Lower leg)	40-49	F
GTEX-T6MO-1726-SM-33HB8	Adipose - Subcutaneous	40-49	F
GTEX-T6MO-1926-SM-32QOJ	Artery - Tibial	40-49	F
GTEX-T6MO-2026-SM-33HB4	Nerve - Tibial	40-49	F
GTEX-T8EM-0001-SM-3G3SK	Whole Blood	40-49	M
GTEX-T8EM-0001-SM-3G3TL	Whole Blood	40-49	M
GTEX-T8EM-0001-SM-4SVPM	Whole Blood	40-49	M
GTEX-T8EM-0001-SM-5SOEA	Whole Blood	40-49	M
GTEX-T8EM-0006-SM-3DB71	Whole Blood	40-49	M
GTEX-T8EM-0126-SM-4DM5R	Testis	40-49	M
GTEX-T8EM-0226-SM-3DB7C	Thyroid	40-49	M
GTEX-T8EM-0326-SM-3DB7F	Lung	40-49	M
GTEX-T8EM-0426-SM-4DM7E	Artery - Aorta	40-49	M
GTEX-T8EM-0526-SM-4DM64	Esophagus - Mucosa	40-49	M
GTEX-T8EM-0626-SM-4DM62	Esophagus - Muscularis	40-49	M
GTEX-T8EM-0826-SM-4DM76	Pancreas	40-49	M
GTEX-T8EM-1026-SM-3DB7M	Skin - Sun Exposed (Lower leg)	40-49	M
GTEX-T8EM-1126-SM-3DB7D	Adipose - Subcutaneous	40-49	M
GTEX-T8EM-1226-SM-4DM5J	Stomach	40-49	M
GTEX-T8EM-1326-SM-3DB7G	Muscle - Skeletal	40-49	M
GTEX-T8EM-1526-SM-3DB7I	Nerve - Tibial	40-49	M
GTEX-T8EM-1626-SM-3DB7K	Artery - Tibial	40-49	M
GTEX-T8EM-1826-SM-4DM7F	Prostate	40-49	M
GTEX-TKQ1-0002-SM-3G3SW	Whole Blood	30-39	M
GTEX-TKQ1-0002-SM-3G3TX	Whole Blood	30-39	M
GTEX-TKQ1-0002-SM-3UZF2	Whole Blood	30-39	M
GTEX-TKQ1-0003-SM-3NMAE	Cells - EBV-transformed lymphocytes	30-39	M
GTEX-TKQ1-0006-SM-33HBI	Whole Blood	30-39	M
GTEX-TKQ1-0008-SM-4DXSO	Cells - Transformed fibroblasts	30-39	M
GTEX-TKQ1-0126-SM-33HB3	Thyroid	30-39	M
GTEX-TKQ1-0226-SM-33HB5	Breast - Mammary Tissue	30-39	M
GTEX-TKQ1-0326-SM-4DXSM	Esophagus - Mucosa	30-39	M
GTEX-TKQ1-0426-SM-4DXT4	Esophagus - Muscularis	30-39	M
GTEX-TKQ1-0526-SM-4DXTG	Stomach	30-39	M
GTEX-TKQ1-0626-SM-4DXTS	Colon - Transverse	30-39	M
GTEX-TKQ1-0926-SM-4DXU2	Testis	30-39	M
GTEX-TKQ1-1026-SM-4GICL	Skin - Sun Exposed (Lower leg)	30-39	M
GTEX-TKQ1-1126-SM-4GIAZ	Adipose - Subcutaneous	30-39	M
GTEX-TKQ1-1226-SM-4GICJ	Artery - Tibial	30-39	M
GTEX-TKQ1-1326-SM-4DXU7	Nerve - Tibial	30-39	M
GTEX-TKQ1-1426-SM-4GICK	Muscle - Skeletal	30-39	M
GTEX-TKQ2-0002-SM-325AD	Whole Blood	50-59	M
GTEX-TKQ2-0002-SM-325HS	Whole Blood	50-59	M
GTEX-TKQ2-0002-SM-3USRK	Whole Blood	50-59	M
GTEX-TKQ2-0002-SM-5URCO	Whole Blood	50-59	M
GTEX-TKQ2-0004-SM-3NMAC	Cells - EBV-transformed lymphocytes	50-59	M
GTEX-TKQ2-0006-SM-33HBH	Whole Blood	50-59	M
GTEX-TKQ2-0008-SM-4DM5L	Cells - Transformed fibroblasts	50-59	M
GTEX-TKQ2-0226-SM-4DM6V	Adrenal Gland	50-59	M
GTEX-TKQ2-0426-SM-4DXUO	Pancreas	50-59	M
GTEX-TKQ2-0826-SM-33HB6	Muscle - Skeletal	50-59	M
GTEX-TKQ2-0926-SM-4DXU5	Stomach	50-59	M
GTEX-TKQ2-1026-SM-33HB7	Artery - Tibial	50-59	M
GTEX-TKQ2-1226-SM-4DXSV	Esophagus - Muscularis	50-59	M
GTEX-TKQ2-1326-SM-4DXT9	Colon - Transverse	50-59	M
GTEX-TKQ2-1526-SM-4DXUN	Testis	50-59	M
GTEX-TKQ2-1726-SM-4DXUP	Liver	50-59	M
GTEX-TKQ2-1826-SM-33HB2	Breast - Mammary Tissue	50-59	M
GTEX-TMKS-0002-SM-3G3S6	Whole Blood	50-59	M
GTEX-TMKS-0002-SM-3G3T7	Whole Blood	50-59	M
GTEX-TMKS-0005-SM-33OV7	Whole Blood	50-59	M
GTEX-TMKS-0005-SM-5SI7W	Whole Blood	50-59	M
GTEX-TMKS-0126-SM-3DB7S	Skin - Sun Exposed (Lower leg)	50-59	M
GTEX-TMKS-0226-SM-3DB7X	Adipose - Subcutaneous	50-59	M
GTEX-TMKS-0326-SM-3DB8A	Muscle - Skeletal	50-59	M
GTEX-TMKS-0426-SM-3DB85	Nerve - Tibial	50-59	M
GTEX-TMKS-0426-SM-3L284	Nerve - Tibial	50-59	M
GTEX-TML8-0001-SM-3NMAF	Cells - EBV-transformed lymphocytes	40-49	F
GTEX-TML8-0004-SM-325A2	Whole Blood	40-49	F
GTEX-TML8-0004-SM-325HI	Whole Blood	40-49	F
GTEX-TML8-0004-SM-4X614	Whole Blood	40-49	F
GTEX-TML8-0004-SM-5SOEP	Whole Blood	40-49	F
GTEX-TML8-0005-SM-32QPA	Whole Blood	40-49	F
GTEX-TML8-0008-SM-4DXUI	Cells - Transformed fibroblasts	40-49	F
GTEX-TML8-0326-SM-4GICN	Lung	40-49	F
GTEX-TML8-0526-SM-32QOQ	Pancreas	40-49	F
GTEX-TML8-0726-SM-4DXTT	Cervix - Endocervix	40-49	F
GTEX-TML8-0926-SM-4DXSJ	Ovary	40-49	F
GTEX-TML8-1126-SM-4DXSS	Vagina	40-49	F
GTEX-TML8-1226-SM-32QON	Breast - Mammary Tissue	40-49	F
GTEX-TML8-1326-SM-4DXTO	Colon - Transverse	40-49	F
GTEX-TML8-1426-SM-4DXUT	Esophagus - Muscularis	40-49	F
GTEX-TML8-1526-SM-4DXUX	Esophagus - Mucosa	40-49	F
GTEX-TML8-1626-SM-32QOO	Nerve - Tibial	40-49	F
GTEX-TML8-1826-SM-32QOR	Muscle - Skeletal	40-49	F
GTEX-TML8-1926-SM-32QOS	Skin - Sun Exposed (Lower leg)	40-49	F
GTEX-TML8-2026-SM-32QOP	Adipose - Subcutaneous	40-49	F
GTEX-TMMY-0003-SM-3G3SV	Whole Blood	40-49	F
GTEX-TMMY-0003-SM-3G3TW	Whole Blood	40-49	F
GTEX-TMMY-0003-SM-4X62G	Whole Blood	40-49	F
GTEX-TMMY-0003-SM-5SOES	Whole Blood	40-49	F
GTEX-TMMY-0005-SM-33HBN	Whole Blood	40-49	F
GTEX-TMMY-0008-SM-4DXU3	Cells - Transformed fibroblasts	40-49	F
GTEX-TMMY-0126-SM-4DXTP	Adrenal Gland	40-49	F
GTEX-TMMY-0226-SM-33HBA	Skin - Sun Exposed (Lower leg)	40-49	F
GTEX-TMMY-0326-SM-33HBF	Adipose - Subcutaneous	40-49	F
GTEX-TMMY-0426-SM-33HBB	Muscle - Skeletal	40-49	F
GTEX-TMMY-0526-SM-33HBC	Nerve - Tibial	40-49	F
GTEX-TMMY-0626-SM-33HBD	Artery - Tibial	40-49	F
GTEX-TMMY-0726-SM-33HBE	Breast - Mammary Tissue	40-49	F
GTEX-TMMY-0826-SM-33HB9	Thyroid	40-49	F
GTEX-TMMY-0926-SM-33HBG	Lung	40-49	F
GTEX-TMMY-0926-SM-4TT1Z	Lung	40-49	F
GTEX-TMMY-0926-SM-4VBQZ	Lung	40-49	F
GTEX-TMMY-0926-SM-4WKH4	Lung	40-49	F
GTEX-TMMY-1026-SM-4DXTI	Artery - Aorta	40-49	F
GTEX-TMMY-1126-SM-4DXSX	Esophagus - Mucosa	40-49	F
GTEX-TMMY-1226-SM-4DXT6	Esophagus - Muscularis	40-49	F
GTEX-TMMY-1326-SM-4DXU9	Pancreas	40-49	F
GTEX-TMMY-1526-SM-4DXST	Bladder	40-49	F
GTEX-TMMY-1626-SM-4DXTY	Stomach	40-49	F
GTEX-TMMY-1726-SM-4DXTD	Ovary	40-49	F
GTEX-TMMY-1926-SM-4DXUU	Vagina	40-49	F
GTEX-TMMY-2226-SM-4DXTN	Uterus	40-49	F
GTEX-TMZS-0001-SM-3P61Q	Cells - EBV-transformed lymphocytes	60-69	M
GTEX-TMZS-0002-SM-3G3S5	Whole Blood	60-69	M
GTEX-TMZS-0002-SM-3G3T6	Whole Blood	60-69	M
GTEX-TMZS-0002-SM-3UZF4	Whole Blood	60-69	M
GTEX-TMZS-0002-SM-5URDR	Whole Blood	60-69	M
GTEX-TMZS-0006-SM-3DB8G	Whole Blood	60-69	M
GTEX-TMZS-0008-SM-47JWM	Cells - Transformed fibroblasts	60-69	M
